Date,item_id,item_price,item_cnt_day
22.01.2013,14447,498.7,1
26.01.2013,14433,299,1
26.01.2013,14447,499,1
06.01.2013,15012,249,1
07.01.2013,15012,249,1
08.01.2013,15012,249,1
20.01.2013,15012,249,1
29.01.2013,15012,249,1
02.01.2013,14449,149,1
06.01.2013,15008,249,1
04.01.2013,15013,249,1
05.01.2013,15013,249,1
06.01.2013,15013,249,1
22.01.2013,15013,174.3,1
19.01.2013,14453,149,1
28.01.2013,14447,499,1
03.01.2013,15847,149,1
03.01.2013,14838,520,1
09.01.2013,14870,299,1
25.01.2013,16227,379,1
04.01.2013,16229,309,1
04.01.2013,16244,249,2
07.01.2013,16244,249,1
02.01.2013,16245,749,1
07.01.2013,16245,749,1
05.01.2013,16253,299,1
08.01.2013,16253,299,1
26.01.2013,15568,199,1
09.01.2013,15569,199,1
26.01.2013,15569,199,1
05.01.2013,15583,349,1
20.01.2013,15585,149,1
27.01.2013,15585,149,1
03.01.2013,15622,149,1
01.01.2013,15644,149,1
05.01.2013,15660,149,1
14.01.2013,15660,149,1
24.01.2013,15660,149,1
02.01.2013,15662,407.85,1
02.01.2013,16289,959,1
03.01.2013,16289,959,1
21.01.2013,16289,959,1
26.01.2013,16310,1239,1
06.01.2013,16311,1149,1
23.01.2013,16227,379,1
14.01.2013,16313,1049,1
18.01.2013,16227,379,1
12.01.2013,16227,379,1
25.01.2013,16146,1399,1
02.01.2013,16182,1619,1
03.01.2013,16178,309,1
04.01.2013,16178,309,1
03.01.2013,16184,249,1
08.01.2013,16184,249,1
13.01.2013,16184,249,1
01.01.2013,16202,599,1
20.01.2013,16202,599,1
01.01.2013,16203,599,1
01.01.2013,16205,299,1
03.01.2013,16205,299,1
07.01.2013,16205,299,2
25.01.2013,16205,299,1
27.01.2013,16205,299,1
06.01.2013,16206,599,1
20.01.2013,16206,599,1
03.01.2013,16210,329,1
07.01.2013,16210,329,1
08.01.2013,16219,399,1
01.01.2013,16227,379,1
03.01.2013,16227,379,1
04.01.2013,16227,379,1
06.01.2013,16227,379,3
09.01.2013,16227,379,1
17.01.2013,16227,379,1
26.01.2013,16313,1049,1
30.01.2013,16313,1049,1
26.01.2013,16315,949,1
08.01.2013,15768,399,1
20.01.2013,15768,399,1
07.01.2013,15769,799,1
01.01.2013,15770,1499,1
04.01.2013,15770,1499,1
02.01.2013,16333,599,1
25.01.2013,15782,199,1
31.01.2013,15782,199,1
02.01.2013,15802,199,1
03.01.2013,15802,199,1
03.01.2013,16354,249,1
04.01.2013,16355,399,1
26.01.2013,16357,249,1
03.01.2013,16359,249,1
04.01.2013,15822,28,1
04.01.2013,15824,248,1
02.01.2013,15825,749,1
04.01.2013,15833,149,1
24.01.2013,15833,149,1
24.01.2013,15836,149,1
02.01.2013,16381,199,1
05.01.2013,16381,199,1
09.01.2013,16381,199,1
13.01.2013,16381,199,1
20.01.2013,16381,199,2
05.01.2013,15768,399,1
03.01.2013,15768,399,1
02.01.2013,15768,399,1
19.01.2013,16338,99,1
05.01.2013,16316,999,1
06.01.2013,16316,999,2
26.01.2013,16316,999,1
08.01.2013,15676,149,1
15.01.2013,15677,149,1
26.01.2013,15698,149,1
19.01.2013,15701,399,1
27.01.2013,15701,399,1
20.01.2013,15702,149,1
26.01.2013,15702,149,1
12.01.2013,15702,549,1
13.01.2013,15702,549,1
07.01.2013,16146,1399,1
14.01.2013,15716,149,1
25.01.2013,15729,399,2
26.01.2013,15729,399,2
27.01.2013,15729,399,1
25.01.2013,15731,549,1
26.01.2013,15731,549,1
30.01.2013,15731,549,1
07.01.2013,15734,149,1
26.01.2013,15734,149,1
27.01.2013,15734,149,1
07.01.2013,15761,349,1
10.01.2013,15761,349,1
02.01.2013,15765,149,1
21.01.2013,15729,399,1
06.01.2013,16146,1399,1
03.01.2013,16146,1399,1
15.01.2013,16167,659,1
07.01.2013,15259,1149,1
22.01.2013,15259,1149,1
07.01.2013,15272,599,1
07.01.2013,15273,599,1
02.01.2013,15298,1259,1
04.01.2013,15298,1259,1
07.01.2013,15298,1259,1
30.01.2013,15298,1259,1
02.01.2013,15303,959,1
08.01.2013,15303,959,1
12.01.2013,15303,959,1
02.01.2013,15369,449,2
05.01.2013,15377,718.5,1
05.01.2013,15378,1029,1
06.01.2013,15378,1029,1
01.01.2013,15428,449,1
01.01.2013,15435,499,1
06.01.2013,15438,599,1
02.01.2013,15443,549,1
19.01.2013,15444,599,1
02.01.2013,15450,549,1
27.01.2013,15450,549,1
02.01.2013,15452,549,1
03.01.2013,15458,449,1
01.01.2013,15505,629,1
06.01.2013,15259,1149,1
03.01.2013,15259,1149,1
19.01.2013,15257,1199,1
13.01.2013,15257,1199,1
04.01.2013,14871,248,1
26.01.2013,14879,249.5,1
03.01.2013,14885,148,1
06.01.2013,14889,349,1
07.01.2013,14899,1499,1
15.01.2013,14899,1367.1,1
03.01.2013,14904,149,1
06.01.2013,14905,149,1
23.01.2013,14910,149,1
08.01.2013,14911,299,1
11.01.2013,14911,299,1
20.01.2013,14911,299,1
04.01.2013,15505,629,1
23.01.2013,14911,299,-1
02.01.2013,14924,199,1
15.01.2013,14926,1731.9,1
01.01.2013,15255,1199,1
03.01.2013,15255,1199,1
06.01.2013,15255,1199,1
12.01.2013,15255,1199,1
20.01.2013,15255,1199,1
01.01.2013,15256,1199,1
02.01.2013,15256,1199,1
04.01.2013,15256,1199,1
20.01.2013,15256,1199,1
24.01.2013,15256,1199,1
23.01.2013,14920,149,1
20.01.2013,15196,249,1
04.01.2013,15533,349,1
08.01.2013,15969,799,1
05.01.2013,16126,249,1
26.01.2013,16126,249,1
04.01.2013,16128,1099,1
01.01.2013,16144,249,1
07.01.2013,16147,549,1
07.01.2013,16148,549,1
07.01.2013,16149,549,1
15.01.2013,16149,549,1
04.01.2013,16150,549,1
04.01.2013,16151,569,1
04.01.2013,16152,559,1
07.01.2013,16152,559,1
02.01.2013,16154,639,1
07.01.2013,16154,639,1
23.01.2013,16154,639,1
03.01.2013,16159,629,1
04.01.2013,16159,629,1
07.01.2013,16159,629,2
25.01.2013,16159,629,1
02.01.2013,16160,1499,1
06.01.2013,16160,1499,1
04.01.2013,16161,629,1
25.01.2013,16161,629,1
25.01.2013,16162,629,1
03.01.2013,16167,659,1
02.01.2013,16125,589,1
13.01.2013,16108,249,1
02.01.2013,16108,249,1
01.01.2013,16108,249,1
16.01.2013,15980,120,1
03.01.2013,15981,120,1
08.01.2013,15981,120,1
14.01.2013,15981,120,1
23.01.2013,15981,120,1
27.01.2013,15981,120,1
05.01.2013,15559,149,1
26.01.2013,15559,149,1
03.01.2013,15561,149,1
20.01.2013,15562,299,1
31.01.2013,15991,399,1
20.01.2013,16020,299,1
05.01.2013,15536,28,1
02.01.2013,16021,1599,1
19.01.2013,16014,299,1
23.01.2013,16014,299,1
04.01.2013,16039,1599,1
08.01.2013,16043,1390,1
13.01.2013,16043,1390,1
02.01.2013,16071,249,1
03.01.2013,16071,249,1
04.01.2013,16071,249,2
26.01.2013,16071,249,1
08.01.2013,16072,1298.7,1
02.01.2013,16106,549,1
07.01.2013,16106,549,1
17.01.2013,16014,299,1
17.01.2013,8743,149,1
06.01.2013,8723,149,1
12.01.2013,8690,199,1
02.01.2013,4241,1399,1
04.01.2013,4241,1399,1
12.01.2013,4241,1399,1
20.01.2013,4241,1399,1
06.01.2013,4244,1999,1
19.01.2013,4244,1999,1
24.01.2013,4244,1999,1
07.01.2013,4248,1999,4
13.01.2013,4248,1999,3
16.01.2013,4248,1999,1
19.01.2013,4248,1999,1
20.01.2013,4248,1999,1
25.01.2013,4248,1999,1
02.01.2013,4249,1899,2
06.01.2013,4249,1899,1
12.01.2013,4249,1899,1
26.01.2013,4249,1899,1
31.01.2013,4249,1899,1
04.01.2013,4251,399,1
05.01.2013,4251,399,2
15.01.2013,4251,399,1
26.01.2013,4251,399,1
23.01.2013,4252,599,1
08.01.2013,4265,499,1
23.01.2013,4265,299,1
26.01.2013,4240,1999,1
03.01.2013,4266,1199,1
07.01.2013,4240,1999,1
09.01.2013,4227,899,1
01.01.2013,4163,1590,1
02.01.2013,4163,1590,3
03.01.2013,4163,1590,1
04.01.2013,4163,1590,3
05.01.2013,4163,1590,1
07.01.2013,4163,1590,2
12.01.2013,4163,1590,1
15.01.2013,4163,1590,1
16.01.2013,4163,1590,1
28.01.2013,4163,1590,1
29.01.2013,4163,1590,1
31.01.2013,4163,1590,1
05.01.2013,4164,999,1
07.01.2013,4164,999,1
08.01.2013,4164,999,2
09.01.2013,4164,999,1
10.01.2013,4164,999,1
12.01.2013,4164,999,2
19.01.2013,4164,999,1
27.01.2013,4164,999,1
30.01.2013,4164,999,1
08.01.2013,4211,1990,1
02.01.2013,4072,299,1
27.01.2013,4072,299,1
02.01.2013,4227,898.5,1
02.01.2013,4229,1499,1
03.01.2013,4267,1199,1
05.01.2013,4092,299,2
12.01.2013,4092,299,1
10.01.2013,4366,449,1
26.01.2013,4366,449,1
02.01.2013,4370,598.5,1
04.01.2013,4370,599,1
05.01.2013,4370,599,1
07.01.2013,4370,599,1
26.01.2013,4370,599,2
03.01.2013,4371,1799,1
12.01.2013,4371,1799,1
13.01.2013,4371,1799,2
31.01.2013,4371,1799,1
02.01.2013,4372,1999,1
05.01.2013,4372,1998.5,1
12.01.2013,4372,1999,2
26.01.2013,4372,1998.5,1
06.01.2013,4373,1999,1
07.01.2013,4373,1999,2
09.01.2013,4373,1999,1
12.01.2013,4373,1999,1
20.01.2013,4373,1999,1
05.01.2013,4376,1398,1
02.01.2013,4410,299,1
18.01.2013,4419,899,1
18.01.2013,4420,299,1
18.01.2013,4425,299,1
02.01.2013,4366,449,1
01.01.2013,4366,449,2
27.01.2013,4464,299.5,1
26.01.2013,4464,299.5,1
19.01.2013,4092,299,1
02.01.2013,4100,399,2
09.01.2013,4115,299,1
17.01.2013,4115,299,1
31.01.2013,4120,799,1
06.01.2013,4282,548.5,1
12.01.2013,4282,549,1
19.01.2013,4282,549,1
25.01.2013,4282,549,1
29.01.2013,4282,549,1
06.01.2013,4291,299,1
02.01.2013,4307,1299,1
29.01.2013,4161,899,1
11.01.2013,4321,549,1
02.01.2013,4462,649,1
05.01.2013,4328,149,1
02.01.2013,4330,1799,1
11.01.2013,4330,1799,1
26.01.2013,4330,1799,1
03.01.2013,4332,449,1
20.01.2013,4332,449,1
02.01.2013,4464,299.5,1
03.01.2013,4464,299.5,2
05.01.2013,4464,299.5,1
06.01.2013,4464,299.5,1
25.01.2013,4464,299.5,1
03.01.2013,4323,399,1
27.01.2013,4161,899,1
25.01.2013,4161,899,1
20.01.2013,4161,899,2
16.01.2013,3624,299,1
20.01.2013,3624,299,1
26.01.2013,3642,299,1
20.01.2013,3647,399,1
02.01.2013,3652,199,1
13.01.2013,3656,299,1
26.01.2013,3656,299,1
01.01.2013,3834,2199,1
02.01.2013,3834,2199,1
03.01.2013,3834,2199,1
04.01.2013,3834,2199,1
07.01.2013,3834,2199,1
08.01.2013,3834,2199,1
09.01.2013,3834,2199,1
15.01.2013,3834,2199,1
27.01.2013,3834,2199,1
30.01.2013,3834,2199,1
31.01.2013,3834,2199,1
02.01.2013,3851,899,3
03.01.2013,3851,898.875,4
12.01.2013,3851,899,1
13.01.2013,3851,899,2
14.01.2013,3851,899,1
16.01.2013,3851,899,1
20.01.2013,3851,899,2
08.01.2013,3624,299,1
03.01.2013,3624,299,1
19.01.2013,3622,299,2
16.01.2013,3622,299,1
03.01.2013,3705,1499,1
05.01.2013,3705,1499,1
06.01.2013,3705,1498.5,1
12.01.2013,3705,1499,1
20.01.2013,3705,1499,1
22.01.2013,3705,1499,1
29.01.2013,3705,1499,1
02.01.2013,3718,349,1
06.01.2013,3718,349,1
10.01.2013,3718,349,1
20.01.2013,3718,349,2
27.01.2013,3718,349,1
22.01.2013,3851,899,1
02.01.2013,3719,599,1
19.01.2013,3719,599,1
27.01.2013,3719,598.75,2
02.01.2013,3743,799,1
18.01.2013,3619,449,1
05.01.2013,3620,299,1
08.01.2013,3620,299,1
09.01.2013,3620,299,1
16.01.2013,3620,299,1
01.01.2013,3622,299,2
05.01.2013,3622,299,1
08.01.2013,3622,299,1
13.01.2013,3622,299,1
16.01.2013,3719,599,1
18.01.2013,4430,399,1
26.01.2013,3851,899,1
07.01.2013,3852,899,1
02.01.2013,3961,399,1
08.01.2013,3961,399,1
04.01.2013,3965,299,1
03.01.2013,3969,299,1
10.01.2013,3976,299,1
08.01.2013,3980,299,1
29.01.2013,4035,899,1
01.01.2013,4003,399,1
05.01.2013,4013,299,1
05.01.2013,4015,299,1
12.01.2013,4023,299,1
02.01.2013,4057,1799,1
23.01.2013,4057,1799,1
07.01.2013,4148,1490,1
02.01.2013,4161,899,2
03.01.2013,4161,899,2
04.01.2013,4161,899,2
05.01.2013,4161,899,2
06.01.2013,4161,899,3
08.01.2013,4161,899,1
12.01.2013,4161,899,4
14.01.2013,4161,719,1
15.01.2013,4161,899,1
16.01.2013,4161,899,1
19.01.2013,4161,899,1
04.01.2013,3958,399,1
14.01.2013,3909,399,1
07.01.2013,3903,299,1
08.01.2013,3902,399,1
05.01.2013,3811,299,1
26.01.2013,3811,299,1
02.01.2013,3869,2499,2
03.01.2013,3869,2499,1
12.01.2013,3869,1999,1
27.01.2013,3869,2499,1
03.01.2013,3870,599,3
05.01.2013,3870,599,1
06.01.2013,3870,599,1
07.01.2013,3870,599,4
16.01.2013,3870,599,1
18.01.2013,3870,599,1
27.01.2013,3851,899,1
21.01.2013,3870,599,1
31.01.2013,3870,599,1
03.01.2013,3871,2499,2
05.01.2013,3871,2499,1
07.01.2013,3871,2499,1
08.01.2013,3871,2499,1
20.01.2013,3871,2499,1
24.01.2013,3871,2499,1
07.01.2013,3876,999,1
06.01.2013,3885,899,1
01.01.2013,3826,299,2
09.01.2013,3895,299,1
06.01.2013,3902,399,1
24.01.2013,3870,599,1
02.01.2013,3705,1499,1
23.01.2013,4430,399,1
04.01.2013,4474,899,1
09.01.2013,5095,499,1
26.01.2013,5096,899,1
26.01.2013,5102,899,1
08.01.2013,5125,1099,1
06.01.2013,5128,449,1
09.01.2013,5128,449,1
21.01.2013,5129,349,1
02.01.2013,5142,399,1
26.01.2013,5147,849,1
13.01.2013,5156,499,1
26.01.2013,5156,499,1
26.01.2013,5159,849,1
26.01.2013,5180,899,1
26.01.2013,5197,599,1
03.01.2013,5198,599,1
04.01.2013,5198,599,1
06.01.2013,5198,599,1
12.01.2013,5198,599,1
18.01.2013,4988,2599,1
03.01.2013,4990,2599,1
22.01.2013,4990,2599,1
01.01.2013,5224,299,1
03.01.2013,5224,298.5,1
04.01.2013,5224,299,2
08.01.2013,5224,299,1
20.01.2013,5092,449,1
11.01.2013,5224,298.5,1
30.01.2013,4715,299,1
29.01.2013,4712,299,1
01.01.2013,4907,1799,1
02.01.2013,4907,1799,2
03.01.2013,4907,1799,2
05.01.2013,4907,1799,1
07.01.2013,4907,1799,1
15.01.2013,4907,1799,2
27.01.2013,4907,1499,1
04.01.2013,4910,599,1
07.01.2013,4910,599,1
08.01.2013,4910,599,1
12.01.2013,4910,599,1
26.01.2013,4910,449.25,2
02.01.2013,4934,790,1
04.01.2013,4688,1190,2
07.01.2013,4688,1190,1
09.01.2013,4688,1190,1
11.01.2013,4688,1499,1
27.01.2013,4688,1499,1
03.01.2013,4705,299,1
31.01.2013,4705,299,1
31.01.2013,4711,299,1
03.01.2013,4712,299,2
04.01.2013,4712,299,1
21.01.2013,4712,299,1
26.01.2013,4712,299,1
07.01.2013,4715,299,1
14.01.2013,5224,299,1
10.01.2013,5228,299,1
11.01.2013,5228,299,1
22.01.2013,5272,599,1
24.01.2013,5272,599,1
27.01.2013,5272,599,1
31.01.2013,5272,299.5,1
02.01.2013,5273,1999,1
06.01.2013,5273,1998.5,1
07.01.2013,5273,1999,1
09.01.2013,5273,2599,1
14.01.2013,5273,1999,1
19.01.2013,5273,1999,1
22.01.2013,5273,1999,1
25.01.2013,5273,1999,1
26.01.2013,5273,1998.5,1
27.01.2013,5273,1999,1
28.01.2013,5273,1999,1
02.01.2013,5274,1999,1
05.01.2013,5274,1999,1
07.01.2013,5274,1999,1
13.01.2013,5274,2599,1
26.01.2013,5274,1999,1
28.01.2013,5274,1999,1
04.01.2013,5015,299,1
26.01.2013,5283,599,1
06.01.2013,5031,1399,1
12.01.2013,5031,1399,1
20.01.2013,5272,599,1
19.01.2013,5272,599,1
07.01.2013,5272,599,1
06.01.2013,5272,599,1
13.01.2013,5228,299,3
19.01.2013,5228,299,1
27.01.2013,5228,299,1
31.01.2013,5228,299,1
10.01.2013,5256,799,1
24.01.2013,5256,799,1
31.01.2013,5256,399.5,1
12.01.2013,5260,499,1
13.01.2013,5260,499,1
13.01.2013,5261,1199,1
20.01.2013,5261,1199,1
02.01.2013,5262,1199,1
26.01.2013,4906,1499,1
04.01.2013,5262,1199,2
03.01.2013,5275,1699,2
04.01.2013,5275,1699,2
05.01.2013,5275,1699,2
12.01.2013,5275,1699,1
16.01.2013,5275,1699,1
19.01.2013,5275,1699,1
21.01.2013,5275,1699,1
23.01.2013,5275,1699,1
31.01.2013,5275,1699,1
02.01.2013,5272,599,1
03.01.2013,5272,599,1
05.01.2013,5272,599,1
02.01.2013,5275,1699,1
15.01.2013,4906,1799,1
12.01.2013,4906,1798.75,2
09.01.2013,4906,1799,1
02.01.2013,4723,299.5,1
06.01.2013,4723,449.25,2
19.01.2013,4723,299.5,1
01.01.2013,4724,1399,1
04.01.2013,4724,1399,1
06.01.2013,4724,1399,1
19.01.2013,4532,899,1
20.01.2013,4532,899,1
26.01.2013,4532,899,1
10.01.2013,4548,2990,1
22.01.2013,4559,299,1
22.01.2013,4564,399,1
03.01.2013,4565,299,1
27.01.2013,4565,299,1
02.01.2013,4773,799,1
28.01.2013,4773,508.55,1
01.01.2013,4779,499,1
02.01.2013,4779,499,1
12.01.2013,4779,499,1
18.01.2013,4779,499,1
22.01.2013,4779,499,1
23.01.2013,4779,499,1
26.01.2013,4779,499,1
27.01.2013,4779,499,1
28.01.2013,4779,499,1
21.01.2013,4446,299,1
13.01.2013,4445,299,1
31.01.2013,4485,299.5,1
26.01.2013,4485,299.5,1
05.01.2013,4474,899,1
06.01.2013,4474,898.5,1
20.01.2013,4474,899,2
25.01.2013,4474,899,1
30.01.2013,4474,898.5,1
02.01.2013,4475,598.5,1
03.01.2013,4475,598.5,1
05.01.2013,4475,598.5,1
07.01.2013,4475,599,2
10.01.2013,4475,599,1
13.01.2013,4475,598.5,1
14.01.2013,4475,599,1
31.01.2013,4570,148,1
16.01.2013,4475,598.5,1
27.01.2013,4475,599,1
02.01.2013,4481,1699,1
05.01.2013,4481,1699,2
07.01.2013,4481,1699,1
14.01.2013,4481,1699,1
22.01.2013,4481,1699,1
27.01.2013,4481,1699,1
30.01.2013,4481,1699,2
03.01.2013,4484,599,1
02.01.2013,4485,299.5,1
03.01.2013,4485,299.5,1
16.01.2013,4485,599,1
18.01.2013,4475,598.75,2
03.01.2013,4474,899,1
10.01.2013,4573,299,1
05.01.2013,4790,599,1
05.01.2013,4610,299,1
07.01.2013,4612,1649,1
05.01.2013,4861,8490,1
01.01.2013,4651,299,1
04.01.2013,4655,249,1
26.01.2013,4657,499,1
10.01.2013,4884,299,1
06.01.2013,4885,1499,1
19.01.2013,4885,1499,1
22.01.2013,4885,899,1
26.01.2013,4885,899,1
29.01.2013,4885,898.5,1
01.01.2013,4886,899,2
02.01.2013,4886,899,1
06.01.2013,4886,899,3
07.01.2013,4886,899,1
13.01.2013,4886,899,1
26.01.2013,4886,898.75,2
27.01.2013,4886,899,1
02.01.2013,4901,1699,1
21.01.2013,4901,1699,1
31.01.2013,4901,1499,1
02.01.2013,4906,1799,2
03.01.2013,4906,1799,1
08.01.2013,4906,1798.83333333,3
30.01.2013,4607,299,1
19.01.2013,4607,299,1
12.01.2013,4607,299,1
07.01.2013,4607,299,1
06.01.2013,4790,599,2
07.01.2013,4790,599,1
01.01.2013,4792,1798.5,1
30.01.2013,4577,699,1
29.01.2013,4802,799,1
08.01.2013,4807,1998.5,1
28.01.2013,4808,1999,1
03.01.2013,4809,599,1
04.01.2013,4809,599,2
05.01.2013,4809,599,1
19.01.2013,4809,599,1
20.01.2013,4809,599,1
28.01.2013,4573,299,1
25.01.2013,4809,599,1
31.01.2013,4809,299.5,1
29.01.2013,4810,1999,1
07.01.2013,4811,1999,1
08.01.2013,4831,999,1
10.01.2013,4831,999,1
17.01.2013,4831,998.5,1
20.01.2013,4831,999,1
19.01.2013,4832,1399,1
30.01.2013,4832,1399,1
14.01.2013,4602,299,1
22.01.2013,4602,299,1
05.01.2013,4607,299,1
27.01.2013,4809,599,2
13.01.2013,5031,1399,1
01.01.2013,3705,1499,2
27.01.2013,3702,599,1
06.01.2013,2956,599,1
07.01.2013,2956,598.5,1
12.01.2013,2957,599,1
18.01.2013,2957,599,1
14.01.2013,2960,449,1
15.01.2013,2960,449,1
19.01.2013,2967,799,1
25.01.2013,2972,599,3
26.01.2013,2972,599,5
27.01.2013,2972,599,3
28.01.2013,2972,599,1
15.01.2013,2973,2499,5
16.01.2013,2973,2499,3
17.01.2013,2973,2499,3
19.01.2013,2973,2499,3
20.01.2013,2973,2499,4
24.01.2013,2973,2499,1
26.01.2013,2973,2499,2
27.01.2013,2973,2498.83333333,3
15.01.2013,2974,2499,3
23.01.2013,2974,2499,1
28.01.2013,2974,2498.5,1
01.01.2013,2649,1698.5,1
26.01.2013,2650,1699,1
30.01.2013,3007,1790,1
05.01.2013,2956,599,1
02.01.2013,3017,299,1
03.01.2013,2956,599,1
26.01.2013,2946,598.5,1
06.01.2013,2854,449,1
25.01.2013,2857,1999,2
27.01.2013,2857,1999,1
24.01.2013,2858,1999,1
02.01.2013,2920,599,1
07.01.2013,2920,598.5,1
18.01.2013,2920,599,1
01.01.2013,2929,199,1
02.01.2013,2929,199,1
03.01.2013,2929,199,1
04.01.2013,2929,199,1
12.01.2013,2929,199,1
19.01.2013,2929,199,1
01.01.2013,2931,99,1
02.01.2013,2931,99,1
06.01.2013,2931,99,1
20.01.2013,2931,99,1
30.01.2013,2931,99,1
04.01.2013,2934,599,1
10.01.2013,2934,599,1
27.01.2013,2934,599,1
06.01.2013,2939,599,1
12.01.2013,2939,599,1
26.01.2013,2939,599,1
02.01.2013,2946,599,1
02.01.2013,2956,598.5,1
29.01.2013,3017,299,1
06.01.2013,3045,1249.5,1
13.01.2013,3045,1249,1
25.01.2013,3186,299.5,1
26.01.2013,3186,449.25,2
28.01.2013,3186,299.5,1
31.01.2013,3186,599,1
26.01.2013,3187,1249.5,1
02.01.2013,3095,299,1
22.01.2013,3107,299,1
26.01.2013,3116,279,1
04.01.2013,3120,399,1
19.01.2013,3120,399,1
27.01.2013,3126,299,1
08.01.2013,3200,149,1
04.01.2013,3201,99,1
01.01.2013,3203,99,1
01.01.2013,3209,149,1
02.01.2013,3210,149,1
05.01.2013,3210,149,1
04.01.2013,3130,299,1
26.01.2013,3130,299,1
03.01.2013,3140,1090,1
09.01.2013,3140,1090,1
13.01.2013,3140,1090,2
22.01.2013,3140,1090,1
27.01.2013,3140,1090,1
02.01.2013,3147,1850,1
22.01.2013,3186,299.5,1
21.01.2013,3186,299,1
19.01.2013,3186,599,1
12.01.2013,3186,299.5,1
20.01.2013,3045,1249.5,1
02.01.2013,3056,898.75,2
06.01.2013,3056,899,1
08.01.2013,3056,899,1
11.01.2013,3056,899,1
12.01.2013,3056,899,1
15.01.2013,3056,899,1
26.01.2013,3056,898.5,1
19.01.2013,3069,998,1
03.01.2013,3076,1399,1
13.01.2013,3076,1398.5,1
24.01.2013,3076,1399,1
01.01.2013,2854,449,1
26.01.2013,3076,1399,1
04.01.2013,3077,1199,2
18.01.2013,3077,1199,1
26.01.2013,3077,1198.5,1
29.01.2013,3077,1199,1
05.01.2013,3084,299,1
19.01.2013,3086,349,1
01.01.2013,3186,299.5,1
02.01.2013,3186,399.333333333,6
04.01.2013,3186,449,2
06.01.2013,3186,299.5,1
07.01.2013,3186,449.25,2
10.01.2013,3186,299.5,1
03.01.2013,3077,1199,1
29.01.2013,2848,99,1
06.01.2013,2848,99,1
17.01.2013,2847,1699,1
06.01.2013,2678,999,2
27.01.2013,2678,999,1
04.01.2013,2682,1499,1
03.01.2013,2703,599,1
22.01.2013,2703,599,1
27.01.2013,2716,149,1
02.01.2013,2718,599,1
08.01.2013,2718,599,1
01.01.2013,2493,2049,1
09.01.2013,2493,2049,1
05.01.2013,2727,299.5,1
06.01.2013,2731,599,1
31.01.2013,2731,599,1
05.01.2013,2746,299,1
08.01.2013,2746,299,1
25.01.2013,2746,299,1
26.01.2013,2746,299,1
30.01.2013,2746,299,2
27.01.2013,2748,799,1
29.01.2013,2748,399.5,1
06.01.2013,2555,1098.7,1
11.01.2013,2557,799,1
11.01.2013,2559,749,1
11.01.2013,2572,299,1
28.01.2013,2573,299,1
01.01.2013,2678,999,1
24.01.2013,2460,299,1
19.01.2013,2460,299,1
02.01.2013,2242,299,1
07.01.2013,2415,299,1
13.01.2013,2415,299,1
18.01.2013,2415,299,1
19.01.2013,2415,299,1
20.01.2013,2415,299,1
02.01.2013,2416,449,1
06.01.2013,2416,449,1
11.01.2013,2416,449,1
17.01.2013,2416,449,1
19.01.2013,2416,449,2
27.01.2013,2416,449,1
04.01.2013,2417,349,1
02.01.2013,2574,399,1
15.01.2013,2417,349,2
28.01.2013,2417,349,1
29.01.2013,2437,1398.5,1
03.01.2013,2439,299,1
08.01.2013,2439,299,1
13.01.2013,2439,299,1
16.01.2013,2439,299,1
21.01.2013,2439,299,1
22.01.2013,2439,299,1
26.01.2013,2439,299,1
03.01.2013,2441,1199,1
06.01.2013,2441,1199,1
02.01.2013,2241,399,1
27.01.2013,2417,349,1
11.01.2013,3147,1850,1
06.01.2013,2574,399,1
20.01.2013,2574,399,2
05.01.2013,2639,399,1
12.01.2013,2639,399,1
20.01.2013,2639,399,1
27.01.2013,2639,399,1
16.01.2013,2820,349,1
19.01.2013,2820,349,1
27.01.2013,2820,349,1
26.01.2013,2822,399,1
02.01.2013,2827,599,1
12.01.2013,2827,599,1
13.01.2013,2827,599,1
21.01.2013,2827,599,1
02.01.2013,2833,599,2
08.01.2013,2833,599,1
10.01.2013,2833,599,1
19.01.2013,2833,599,1
20.01.2013,2833,599,1
27.01.2013,2833,599,1
20.01.2013,2835,1998.5,1
24.01.2013,2835,1998.5,1
03.01.2013,2836,1999,1
02.01.2013,2844,898.5,1
04.01.2013,2846,1699,1
05.01.2013,2846,1699,1
13.01.2013,2847,1699,1
03.01.2013,2639,399,1
26.01.2013,2635,299,1
09.01.2013,2631,299,1
05.01.2013,2631,299,1
28.01.2013,2574,399,1
30.01.2013,2574,399,1
06.01.2013,2588,449,1
02.01.2013,2607,279,1
13.01.2013,2607,279,1
23.01.2013,2607,279,1
06.01.2013,2610,1799,1
06.01.2013,2620,299,1
01.01.2013,2808,999,1
02.01.2013,2808,999,3
03.01.2013,2808,999,6
04.01.2013,2808,999,3
13.01.2013,2574,399,1
05.01.2013,2808,999,2
07.01.2013,2808,999,1
08.01.2013,2808,999,1
10.01.2013,2808,999,1
12.01.2013,2808,999,4
13.01.2013,2808,999,1
15.01.2013,2808,999,1
17.01.2013,2808,999,1
18.01.2013,2808,999,1
20.01.2013,2808,999,2
24.01.2013,2808,999,2
26.01.2013,2808,999,1
01.01.2013,2626,299,1
06.01.2013,2808,999,2
07.01.2013,3704,1499,1
13.01.2013,3147,1850,1
05.01.2013,3159,790,1
06.01.2013,3328,1999,3
12.01.2013,3328,2599,1
16.01.2013,3328,1999,1
18.01.2013,3328,1999,1
20.01.2013,3328,1999,1
23.01.2013,3328,1999,1
27.01.2013,3328,1999,2
